id,word,reading,english_meaning,study_level,kanji_components,component_levels
N1_V0769,詐欺,さぎ,fraud,N1,詐 欺,N1 N1
N1_V0770,弦楽,げんがく,string music,N1,弦 楽,N1 N4
N1_V0771,水泡,すいほう,bubble,N1,水 泡,N5 N1
N1_V0772,諦観,ていかん,resignation; detached view,N1,諦 観,N1 N3
N1_V0773,伐採,ばっさい,logging; felling,N1,伐 採,N1 N2
N1_V0774,餅米,もちごめ,glutinous rice,N1,餅 米,N1 N3
N1_V0775,学生寮,がくせいりょう,student dormitory,N1,学 生 寮,N5 N5 N1
N1_V0776,厄年,やくどし,unlucky age,N1,厄 年,N1 N5
N1_V0777,奔放,ほんぽう,free-spirited; uninhibited,N1,奔 放,N1 N3
N1_V0778,瞳孔,どうこう,pupil,N1,瞳 孔,N1 N1
N1_V0779,昆虫,こんちゅう,insect,N1,昆 虫,N1 N2
N1_V0780,脊椎,せきつい,spine; vertebra,N1,脊 椎,N1 N1
N1_V0781,懇談,こんだん,informal talk,N1,懇 談,N1 N3
N1_V0782,小唄,こうた,short Japanese song,N1,小 唄,N5 N1
N1_V0783,渦巻,うずまき,whirlpool; spiral,N1,渦 巻,N1 N2
N1_V0784,襟元,えりもと,collar area,N1,襟 元,N1 N4
N1_V0785,吟味,ぎんみ,careful examination,N1,吟 味,N1 N4
N1_V0786,覇権,はけん,hegemony,N1,覇 権,N1 N3
N1_V0787,均衡,きんこう,balance; equilibrium,N1,均 衡,N2 N1
N1_V0788,贈呈,ぞうてい,presentation; gift,N1,贈 呈,N2 N1
N1_V0789,隙間,すきま,gap; opening,N1,隙 間,N1 N5
N1_V0790,淫乱,いんらん,lewdness,N1,淫 乱,N1 N2
N1_V0791,循環,じゅんかん,circulation,N1,循 環,N1 N1
N1_V0792,懲戒,ちょうかい,disciplinary punishment,N1,懲 戒,N1 N1
N1_V0793,錦織,にしきおり,brocade weaving,N1,錦 織,N1 N1
N1_V0794,貨幣,かへい,currency,N1,貨 幣,N2 N1
N1_V0795,附属,ふぞく,affiliated; attached,N1,附 属,N1 N1
N1_V0796,箇所,かしょ,place; point,N1,箇 所,N1 N3
N1_V0797,醜態,しゅうたい,disgraceful behavior,N1,醜 態,N1 N1
N1_V0798,割箸,わりばし,disposable chopsticks,N1,割 箸,N3 N1
N1_V0799,親戚,しんせき,relative,N1,親 戚,N4 N1
N1_V0800,召喚,しょうかん,summoning,N1,召 喚,N2 N1
N1_V0801,紺色,こんいろ,navy blue,N1,紺 色,N1 N4
N1_V0802,某国,ぼうこく,a certain country,N1,某 国,N1 N5
N1_V0803,鋼鉄,こうてつ,steel,N1,鋼 鉄,N1 N2
N1_V0804,褒賞,ほうしょう,reward; commendation,N1,褒 賞,N1 N2
N1_V0805,赴任,ふにん,赴任; taking up a post,N1,赴 任,N1 N3
N1_V0806,媒体,ばいたい,medium; media,N1,媒 体,N1 N4
N1_V0807,嫉妬,しっと,jealousy,N1,嫉 妬,N1 N1
N1_V0808,遮断,しゃだん,cutoff; blocking,N1,遮 断,N1 N3
N1_V0809,窯業,ようぎょう,ceramics industry,N1,窯 業,N1 N4
N1_V0810,諸侯,しょこう,feudal lords,N1,諸 侯,N2 N1
N1_V0811,釜飯,かまめし,rice cooked in an iron pot,N1,釜 飯,N1 N4
N1_V0812,地下茎,ちかけい,underground stem,N1,地 下 茎,N4 N5 N1
N1_V0813,軽蔑,けいべつ,contempt,N1,軽 蔑,N2 N1
N1_V0814,嗅覚,きゅうかく,sense of smell,N1,嗅 覚,N1 N3
N1_V0815,土壌,どじょう,soil,N1,土 壌,N5 N1
N1_V0816,蜂蜜,はちみつ,honey,N1,蜂 蜜,N1 N1
N1_V0817,尼僧,にそう,nun,N1,尼 僧,N1 N1
N1_V0818,四肢,しし,limbs,N1,四 肢,N5 N1
N1_V0819,恩赦,おんしゃ,amnesty; pardon,N1,恩 赦,N1 N1
N1_V0820,報酬,ほうしゅう,compensation; reward,N1,報 酬,N3 N1
N1_V0821,頂戴,ちょうだい,receiving; please give me,N1,頂 戴,N3 N1
N1_V0822,詠唱,えいしょう,chanting; recitation,N1,詠 唱,N1 N1
N1_V0823,北斗,ほくと,Big Dipper,N1,北 斗,N5 N1
N1_V0824,便宜,べんぎ,convenience,N1,便 宜,N3 N1
N1_V0825,貝殻,かいがら,seashell,N1,貝 殻,N2 N1
N1_V0826,古墳,こふん,ancient burial mound,N1,古 墳,N4 N1
N1_V0827,炊飯,すいはん,cooking rice,N1,炊 飯,N1 N4
N1_V0828,記念碑,きねんひ,monument,N1,記 念 碑,N3 N3 N1
N1_V0829,痩身,そうしん,slimming,N1,痩 身,N1 N4
N1_V0830,但書,ただしがき,proviso; note,N1,但 書,N1 N5
N1_V0831,奨学,しょうがく,encouragement of study,N1,奨 学,N1 N5
N1_V0832,実践,じっせん,practice; implementation,N1,実 践,N3 N1
N1_V0833,滋養,じよう,nourishment,N1,滋 養,N1 N1
N1_V0834,儒教,じゅきょう,Confucianism,N1,儒 教,N1 N4
N1_V0835,草刈,くさかり,grass cutting,N1,草 刈,N3 N1
N1_V0836,閑静,かんせい,quiet; peaceful,N1,閑 静,N1 N3
N1_V0837,錠剤,じょうざい,tablet; pill,N1,錠 剤,N1 N1
N1_V0838,扶養,ふよう,support; maintenance,N1,扶 養,N1 N1
N1_V0839,妥協,だきょう,compromise,N1,妥 協,N1 N2
N1_V0840,妨害,ぼうがい,obstruction,N1,妨 害,N1 N3
N1_V0841,覚醒,かくせい,awakening,N1,覚 醒,N3 N1
N1_V0842,参詣,さんけい,shrine/temple visit,N1,参 詣,N3 N1
N1_V0843,胎児,たいじ,fetus,N1,胎 児,N1 N2
N1_V0844,雑巾,ぞうきん,cleaning cloth,N1,雑 巾,N3 N1
N1_V0845,忌引,きびき,bereavement leave,N1,忌 引,N1 N3
N1_V0846,骸骨,がいこつ,skeleton,N1,骸 骨,N1 N2
N1_V0847,翻弄,ほんろう,manipulation; being tossed about,N1,翻 弄,N1 N1
N1_V0848,粛清,しゅくせい,purge,N1,粛 清,N1 N2
N1_V0849,罵声,ばせい,abusive shout,N1,罵 声,N1 N3
N1_V0850,囚人,しゅうじん,prisoner,N1,囚 人,N1 N5
N1_V0851,鉛筆,えんぴつ,pencil,N1,鉛 筆,N1 N2
N1_V0852,搭載,とうさい,installation; loading aboard,N1,搭 載,N1 N1
N1_V0853,教諭,きょうゆ,school teacher,N1,教 諭,N4 N1
N1_V0854,完璧,かんぺき,perfect,N1,完 璧,N3 N1
N1_V0855,岐阜,ぎふ,Gifu,N1,岐 阜,N1 N1
N1_V0856,喝采,かっさい,applause; acclaim,N1,喝 采,N1 N1
N1_V0857,享受,きょうじゅ,enjoyment; receiving benefits,N1,享 受,N1 N3
N1_V0858,高騰,こうとう,sharp rise,N1,高 騰,N5 N1
N1_V0859,継嗣,けいし,successor; heir,N1,継 嗣,N1 N1
N1_V0860,勅令,ちょくれい,imperial decree,N1,勅 令,N1 N2
N1_V0861,危篤,きとく,critical condition,N1,危 篤,N3 N1
N1_V0862,勲章,くんしょう,medal; decoration,N1,勲 章,N1 N2
N1_V0863,埼玉,さいたま,Saitama,N1,埼 玉,N1 N2
N1_V0864,歌舞伎,かぶき,kabuki,N1,歌 舞 伎,N4 N3 N1
N1_V0865,餌食,えじき,prey; victim,N1,餌 食,N1 N5
N1_V0866,岬町,みさきちょう,cape town; Misaki town,N1,岬 町,N1 N4
N1_V0867,暫定,ざんてい,provisional,N1,暫 定,N1 N3
N1_V0868,爽快,そうかい,refreshing,N1,爽 快,N1 N2
N1_V0869,肖像,しょうぞう,portrait,N1,肖 像,N1 N2
N1_V0870,詮索,せんさく,prying; inquiry,N1,詮 索,N1 N1
N1_V0871,承諾,しょうだく,consent,N1,承 諾,N2 N1
N1_V0872,干柿,ほしがき,dried persimmon,N1,干 柿,N2 N1
N1_V0873,鉛筆芯,えんぴつしん,pencil lead,N1,鉛 筆 芯,N1 N2 N1
N1_V0874,破綻,はたん,collapse; failure,N1,破 綻,N3 N1
N1_V0875,訂正,ていせい,correction,N1,訂 正,N1 N4
N1_V0876,汽車,きしゃ,steam train,N1,汽 車,N1 N5
N1_V0877,薫風,くんぷう,fragrant early-summer breeze,N1,薫 風,N1 N4
N1_V0878,土俵,どひょう,sumo ring,N1,土 俵,N5 N1
N1_V0879,遷移,せんい,transition,N1,遷 移,N1 N2
N1_V0880,中枢,ちゅうすう,center; core,N1,中 枢,N5 N1
N1_V0881,肘掛,ひじかけ,armrest,N1,肘 掛,N1 N3
N1_V0882,山麓,さんろく,foot of a mountain,N1,山 麓,N5 N1
N1_V0883,憧憬,しょうけい,longing; admiration,N1,憧 憬,N1 N1
N1_V0884,元帥,げんすい,marshal,N1,元 帥,N4 N1
N1_V0885,漆器,しっき,lacquerware,N1,漆 器,N1 N1
N1_V0886,晩酌,ばんしゃく,evening drink,N1,晩 酌,N3 N1
N1_V0887,頓挫,とんざ,setback; interruption,N1,頓 挫,N1 N1
N1_V0888,枯渇,こかつ,depletion,N1,枯 渇,N2 N1
N1_V0889,慕情,ぼじょう,longing; affection,N1,慕 情,N1 N3
N1_V0890,花婿,はなむこ,bridegroom,N1,花 婿,N4 N1
N1_V0891,妄想,もうそう,delusion,N1,妄 想,N1 N3
N1_V0892,感慨,かんがい,deep emotion,N1,感 慨,N3 N1
N1_V0893,匿名,とくめい,anonymity,N1,匿 名,N1 N5
N1_V0894,渓谷,けいこく,valley; gorge,N1,渓 谷,N1 N2
N1_V0895,侮辱,ぶじょく,insult,N1,侮 辱,N1 N1
N1_V0896,骨髄,こつずい,bone marrow,N1,骨 髄,N2 N1
N1_V0897,穀物,こくもつ,grain; cereal,N1,穀 物,N1 N4
N1_V0898,薪炭,しんたん,fuelwood and charcoal,N1,薪 炭,N1 N2
N1_V0899,管轄,かんかつ,jurisdiction,N1,管 轄,N2 N1
N1_V0900,洪水,こうずい,flood,N1,洪 水,N1 N5
N1_V0901,象牙,ぞうげ,ivory,N1,象 牙,N2 N1
N1_V0902,咽頭,いんとう,pharynx,N1,咽 頭,N1 N3
N1_V0903,迅速,じんそく,rapid; prompt,N1,迅 速,N1 N3
N1_V0904,該当,がいとう,applicable; corresponding,N1,該 当,N1 N3
N1_V0905,逐次,ちくじ,sequentially,N1,逐 次,N1 N3
N1_V0906,嘲笑,ちょうしょう,ridicule,N1,嘲 笑,N1 N3
N1_V0907,墜落,ついらく,crash; fall,N1,墜 落,N1 N3
N1_V0908,臆測,おくそく,conjecture,N1,臆 測,N1 N2
N1_V0909,挫折,ざせつ,setback; frustration,N1,挫 折,N1 N3
N1_V0910,桟橋,さんばし,pier,N1,桟 橋,N1 N2
N1_V0911,溺死,できし,drowning death,N1,溺 死,N1 N4
N1_V0912,賄賂,わいろ,bribe,N1,賄 賂,N1 N1
N1_V0913,盲点,もうてん,blind spot,N1,盲 点,N1 N3
N1_V0914,捕鯨,ほげい,whaling,N1,捕 鯨,N3 N1
N1_V0915,艦艇,かんてい,warships; naval vessels,N1,艦 艇,N1 N1
N1_V0916,天丼,てんどん,tempura rice bowl,N1,天 丼,N5 N1
N1_V0917,堕落,だらく,depravity; degeneration,N1,堕 落,N1 N3
N1_V0918,水槽,すいそう,water tank; aquarium,N1,水 槽,N5 N1
N1_V0919,休憩,きゅうけい,break; rest,N1,休 憩,N5 N1
N1_V0920,僅少,きんしょう,very small; scant,N1,僅 少,N1 N4
N1_V0921,閲覧,えつらん,browsing;閲覧,N1,閲 覧,N1 N1
N1_V0922,鉄柵,てっさく,iron fence,N1,鉄 柵,N2 N1
N1_V0923,湖畔,こはん,lakeside,N1,湖 畔,N2 N1
N1_V0924,親睦,しんぼく,friendship; fellowship,N1,親 睦,N4 N1
N1_V0925,教唆,きょうさ,instigation,N1,教 唆,N4 N1
N1_V0926,官吏,かんり,government official,N1,官 吏,N3 N1
N1_V0927,収穫,しゅうかく,harvest,N1,収 穫,N3 N1
N1_V0928,酢酸,さくさん,acetic acid,N1,酢 酸,N1 N1
N1_V0929,下賜,かし,imperial grant,N1,下 賜,N5 N1
N1_V0930,腎臓,じんぞう,kidney,N1,腎 臓,N1 N2
N1_V0931,脳梗塞,のうこうそく,cerebral infarction,N1,脳 梗 塞,N2 N1 N1
N1_V0932,瑠璃,るり,lapis lazuli,N1,瑠 璃,N1 N1
N1_V0933,羨望,せんぼう,envy; admiration,N1,羨 望,N1 N3
N1_V0934,運搬,うんぱん,transport,N1,運 搬,N4 N1
N1_V0935,解剖,かいぼう,dissection; anatomy,N1,解 剖,N3 N1
N1_V0936,焼酎,しょうちゅう,shochu,N1,焼 酎,N2 N1
N1_V0937,近畿,きんき,Kinki region,N1,近 畿,N4 N1
N1_V0938,今宵,こよい,this evening,N1,今 宵,N5 N1
N1_V0939,誘拐,ゆうかい,kidnapping,N1,誘 拐,N1 N1
N1_V0940,醸造,じょうぞう,brewing,N1,醸 造,N1 N2
N1_V0941,猶予,ゆうよ,postponement; grace period,N1,猶 予,N1 N3
N1_V0942,諮問,しもん,consultation; inquiry,N1,諮 問,N1 N4
N1_V0943,畏敬,いけい,reverence,N1,畏 敬,N1 N2
N1_V0944,分泌,ぶんぴつ,secretion,N1,分 泌,N5 N1
N1_V0945,哀愁,あいしゅう,melancholy,N1,哀 愁,N1 N1
N1_V0946,逝去,せいきょ,death; passing,N1,逝 去,N1 N4
N1_V0947,老朽,ろうきゅう,deterioration with age,N1,老 朽,N3 N1
N1_V0948,硫黄,いおう,sulfur,N1,硫 黄,N1 N2
N1_V0949,明瞭,めいりょう,clear; distinct,N1,明 瞭,N4 N1
N1_V0950,模擬,もぎ,simulation; mock,N1,模 擬,N1 N1
N1_V0951,叙述,じょじゅつ,description; narration,N1,叙 述,N1 N2
N1_V0952,弊害,へいがい,harmful effect,N1,弊 害,N1 N3
N1_V0953,累計,るいけい,cumulative total,N1,累 計,N1 N4
N1_V0954,煩雑,はんざつ,complicated; troublesome,N1,煩 雑,N1 N3
N1_V0955,失踪,しっそう,disappearance,N1,失 踪,N3 N1
N1_V0956,海藻,かいそう,seaweed,N1,海 藻,N4 N1
N1_V0957,蚊取,かとり,mosquito repellent,N1,蚊 取,N1 N3
N1_V0958,栃木,とちぎ,Tochigi,N1,栃 木,N1 N5
N1_V0959,且又,かつまた,and also,N1,且 又,N1 N1
N1_V0960,鋳造,ちゅうぞう,metal casting,N1,鋳 造,N1 N2
N1_V0961,隠蔽,いんぺい,concealment,N1,隠 蔽,N1 N1
N1_V0962,茨城,いばらき,Ibaraki,N1,茨 城,N1 N2
N1_V0963,石棺,せっかん,stone coffin,N1,石 棺,N3 N1
N1_V0964,戦慄,せんりつ,shudder; terror,N1,戦 慄,N3 N1
N1_V0965,傲慢,ごうまん,arrogance,N1,傲 慢,N1 N1
N1_V0966,硝酸,しょうさん,nitric acid,N1,硝 酸,N1 N1
N1_V0967,船舶,せんぱく,ships; vessels,N1,船 舶,N3 N1
N1_V0968,租税,そぜい,taxation,N1,租 税,N1 N2
N1_V0969,模倣,もほう,imitation,N1,模 倣,N1 N1
N1_V0970,謹慎,きんしん,self-restraint; suspension,N1,謹 慎,N1 N1
N1_V0971,抹消,まっしょう,deletion; erasure,N1,抹 消,N1 N3
N1_V0972,虹彩,こうさい,iris,N1,虹 彩,N1 N1
N1_V0973,捻挫,ねんざ,sprain,N1,捻 挫,N1 N1
N1_V0974,娯楽,ごらく,entertainment,N1,娯 楽,N1 N4
N1_V0975,臼歯,きゅうし,molar tooth,N1,臼 歯,N1 N3
N1_V0976,比喩,ひゆ,metaphor,N1,比 喩,N2 N1
N1_V0977,萎縮,いしゅく,atrophy; shrinkage,N1,萎 縮,N1 N1
N1_V0978,蛍光,けいこう,fluorescence,N1,蛍 光,N1 N3
N1_V0979,窒素,ちっそ,nitrogen,N1,窒 素,N1 N1
N1_V0980,乳腺,にゅうせん,mammary gland,N1,乳 腺,N2 N1
N1_V0981,桁数,けたすう,number of digits,N1,桁 数,N1 N3
N1_V0982,玩具,がんぐ,toy,N1,玩 具,N1 N3
N1_V0983,冶金,やきん,metallurgy,N1,冶 金,N1 N5
N1_V0984,羞恥,しゅうち,shame,N1,羞 恥,N1 N3
N1_V0985,血栓,けっせん,blood clot,N1,血 栓,N2 N1
N1_V0986,危惧,きぐ,apprehension,N1,危 惧,N3 N1
N1_V0987,寡黙,かもく,reticent; quiet,N1,寡 黙,N1 N1
N1_V0988,畝間,うねま,space between crop rows,N1,畝 間,N1 N5
N1_V0989,淑女,しゅくじょ,lady,N1,淑 女,N1 N5
N1_V0990,嫡男,ちゃくなん,legitimate eldest son,N1,嫡 男,N1 N5
N1_V0991,駐屯,ちゅうとん,stationing; garrison,N1,駐 屯,N2 N1
N1_V0992,糾弾,きゅうだん,denunciation,N1,糾 弾,N1 N1
N1_V0993,遡及,そきゅう,retroactive application,N1,遡 及,N1 N1
N1_V0994,陪審,ばいしん,jury,N1,陪 審,N1 N1
N1_V0995,雌雄,しゆう,male and female,N1,雌 雄,N1 N1
N1_V0996,舷側,げんそく,ship's side,N1,舷 側,N1 N3
N1_V0997,霜害,そうがい,frost damage,N1,霜 害,N1 N3
N1_V0998,殉職,じゅんしょく,dying in the line of duty,N1,殉 職,N1 N3
N1_V0999,紡績,ぼうせき,spinning; textile manufacture,N1,紡 績,N1 N2
N1_V1000,貪欲,どんよく,greedy; avid,N1,貪 欲,N1 N3
N1_V1001,凡庸,ぼんよう,mediocre,N1,凡 庸,N1 N1
N1_V1002,韻律,いんりつ,meter; rhythm,N1,韻 律,N1 N2
N1_V1003,修繕,しゅうぜん,repair,N1,修 繕,N1 N1
N1_V1004,搾取,さくしゅ,exploitation,N1,搾 取,N1 N3
N1_V1005,堆積,たいせき,accumulation; sedimentation,N1,堆 積,N1 N3
N1_V1006,災禍,さいか,disaster; calamity,N1,災 禍,N1 N1
N1_V1007,煎茶,せんちゃ,green tea,N1,煎 茶,N1 N4
N1_V1008,婚姻,こんいん,marriage,N1,婚 姻,N3 N1
N1_V1009,斑点,はんてん,spot; speck,N1,斑 点,N1 N3
N1_V1010,冥福,めいふく,peace after death,N1,冥 福,N1 N3
N1_V1011,抄録,しょうろく,abstract; excerpt,N1,抄 録,N1 N2
N1_V1012,拷問,ごうもん,torture,N1,拷 問,N1 N4
N1_V1013,謙遜,けんそん,humility,N1,謙 遜,N1 N1
N1_V1014,旺盛,おうせい,vigorous;旺盛,N1,旺 盛,N1 N1
N1_V1015,批准,ひじゅん,ratification,N1,批 准,N1 N1
N1_V1016,勾配,こうばい,slope; gradient,N1,勾 配,N1 N3
N1_V1017,廉価,れんか,low price,N1,廉 価,N1 N1
N1_V1018,岩礁,がんしょう,reef,N1,岩 礁,N2 N1
N1_V1019,壱万円,いちまんえん,"10,000 yen (formal numeral)",N1,壱 万 円,N1 N5 N5
N1_V1020,麺類,めんるい,noodles,N1,麺 類,N1 N3
N1_V1021,一升,いっしょう,one sho measure,N1,一 升,N5 N1
N1_V1022,卸売,おろしうり,wholesale,N1,卸 売,N1 N4
N1_V1023,消耗,しょうもう,consumption; wear,N1,消 耗,N3 N1
N1_V1024,謁見,えっけん,audience with a dignitary,N1,謁 見,N1 N5
N1_V1025,炭坑,たんこう,coal mine,N1,炭 坑,N2 N1
N1_V1026,串焼,くしやき,skewered grilled food,N1,串 焼,N1 N2
N1_V1027,弔問,ちょうもん,condolence visit,N1,弔 問,N1 N4
N1_V1028,来賓,らいひん,honored guest,N1,来 賓,N5 N1
N1_V1029,充塡,じゅうてん,filling; loading,N1,充 塡,N1 N1
N1_V1030,下痢,げり,diarrhea,N1,下 痢,N5 N1
N1_V1031,威嚇,いかく,intimidation,N1,威 嚇,N1 N1
N1_V1032,氾濫,はんらん,flooding; overflow,N1,氾 濫,N1 N1
N1_V1033,俸給,ほうきゅう,salary,N1,俸 給,N1 N3
N1_V1034,便箋,びんせん,letter paper,N1,便 箋,N3 N1
N1_V1035,凸凹,でこぼこ,unevenness,N1,凸 凹,N1 N1
N1_V1036,脊髄,せきずい,spinal cord,N1,脊 髄,N1 N1
N1_V1037,詔書,しょうしょ,imperial rescript,N1,詔 書,N1 N5
N1_V1038,精緻,せいち,minute; elaborate,N1,精 緻,N3 N1
N1_V1039,凹凸,おうとつ,unevenness;凹凸,N1,凹 凸,N1 N1
N1_V1040,罷免,ひめん,dismissal,N1,罷 免,N1 N1
N1_V1041,漸進,ぜんしん,gradual progress,N1,漸 進,N1 N3
N1_V1042,賦課,ふか,imposition; assessment,N1,賦 課,N1 N2
N1_V1043,円弧,えんこ,arc,N1,円 弧,N5 N1
N1_V1044,褐色,かっしょく,brown,N1,褐 色,N1 N4
N1_V1045,辛辣,しんらつ,biting; severe,N1,辛 辣,N2 N1
N1_V1046,真摯,しんし,sincere; earnest,N1,真 摯,N4 N1
N1_V1047,汎用,はんよう,general-purpose,N1,汎 用,N1 N4
N1_V1048,排斥,はいせき,rejection; exclusion,N1,排 斥,N1 N1
N1_V1049,一厘,いちりん,one rin; tiny amount,N1,一 厘,N5 N1
N1_V1050,矯正,きょうせい,correction; orthodontics,N1,矯 正,N1 N4
N1_V1051,毀損,きそん,damage; defamation,N1,毀 損,N1 N2
N1_V1052,窃盗,せっとう,theft,N1,窃 盗,N1 N3
N1_V1053,遵守,じゅんしゅ,compliance,N1,遵 守,N1 N3
N1_V1054,怠惰,たいだ,laziness,N1,怠 惰,N1 N1
N1_V1055,養蚕,ようさん,sericulture,N1,養 蚕,N1 N1
N1_V1056,俳諧,はいかい,haikai poetry,N1,俳 諧,N1 N1
N1_V1057,倹約,けんやく,thrift; economy,N1,倹 約,N1 N3
N1_V1058,定款,ていかん,articles of incorporation,N1,定 款,N3 N1
N1_V1059,才媛,さいえん,talented woman,N1,才 媛,N3 N1
N1_V1060,遺憾,いかん,regrettable; regret,N1,遺 憾,N1 N1
N1_V1061,哺乳,ほにゅう,nursing; suckling,N1,哺 乳,N1 N2
N1_V1062,折衷,せっちゅう,compromise; eclecticism,N1,折 衷,N3 N1
N1_V1063,語彙,ごい,vocabulary,N1,語 彙,N5 N1
N1_V1064,更迭,こうてつ,replacement; reshuffle,N1,更 迭,N3 N1
N1_V1065,委嘱,いしょく,commission; entrustment,N1,委 嘱,N2 N1
N1_V1066,恣意,しい,arbitrariness,N1,恣 意,N1 N4
N1_V1067,開墾,かいこん,land reclamation,N1,開 墾,N4 N1
N1_V1068,逓減,ていげん,gradual decrease,N1,逓 減,N1 N2
N1_V1069,弾劾,だんがい,impeachment,N1,弾 劾,N1 N1
N1_V1070,酪農,らくのう,dairy farming,N1,酪 農,N1 N2
N1_V1071,肥沃,ひよく,fertile,N1,肥 沃,N1 N1
N1_V1072,塑像,そぞう,clay/plaster statue,N1,塑 像,N1 N2
N1_V1073,水痘,すいとう,chickenpox,N1,水 痘,N5 N1
N1_V1074,朕意,ちんい,the emperor's will,N1,朕 意,N1 N4
N1_V1075,危虞,きぐ,fear; concern,N1,危 虞,N3 N1
N1_V1076,丙種,へいしゅ,third class/category,N1,丙 種,N1 N3
N1_V1077,斤量,きんりょう,weight,N1,斤 量,N1 N2
N1_V1078,進捗,しんちょく,progress,N1,進 捗,N3 N1
N1_V1079,弐千円,にせんえん,"2,000 yen (formal numeral)",N1,弐 千 円,N1 N5 N5
N1_V1080,訃報,ふほう,obituary notice,N1,訃 報,N1 N3
N1_V1081,謄本,とうほん,certified copy,N1,謄 本,N1 N5
N1_V1082,繭糸,けんし,silk thread from cocoons,N1,繭 糸,N1 N2
N1_V1083,国璽,こくじ,Great Seal of State,N1,国 璽,N5 N1
N1_V1084,頒布,はんぷ,distribution,N1,頒 布,N1 N2
N1_V1085,楷書,かいしょ,block-style calligraphy,N1,楷 書,N1 N5
N1_V1086,剥離,はくり,peeling; separation,N1,剥 離,N1 N1
N1_V1087,籠城,ろうじょう,holding a castle; barricading oneself,N1,籠 城,N1 N2
N1_V1088,禁錮,きんこ,imprisonment without labor,N1,禁 錮,N2 N1
N1_V1089,頰骨,ほおぼね,cheekbone,N1,頰 骨,N1 N2
