id,kanji,english_meaning,readings_kana,reading_count,introduced_level,compound_count,compound_refs
N3_K324,束,bundle; bind; tie,そく | たば,2,N3,2,N3_V106 N3_V308
N3_K325,眠,sleep,みん | ねむる | ねむい,3,N3,2,N3_V309 N3_V560
N3_K326,易,easy; exchange,えき | い | やさしい,3,N3,2,N3_V310 N3_V561
N3_K327,窓,window,そう | まど,2,N3,2,N3_V311 N3_V562
N3_K328,祖,ancestor,そ,1,N3,2,N3_V312 N3_V563
N3_K329,勤,work; diligence,きん | つとめる | つとまる,3,N3,2,N3_V313 N3_V564
N3_K330,昔,long ago,せき | むかし,2,N3,2,N3_V314 N3_V565
N3_K331,便,convenience; mail,べん | びん | たより,3,N3,2,N3_V315 N3_V566
N3_K332,適,suitable; appropriate,てき,1,N3,2,N3_V316 N3_V567
N3_K333,吹,blow,すい | ふく,2,N3,2,N3_V317 N3_V568
N3_K334,候,season; candidate,こう | そうろう,2,N3,2,N3_V318 N3_V569
N3_K335,怖,scary; fear,ふ | こわい,2,N3,3,N3_V268 N3_V319 N3_V534
N3_K336,辞,resign; word; diction,じ | やめる,2,N3,2,N3_V363 N3_V570
N3_K337,否,no; deny; negate,ひ | いな,2,N3,3,N3_V320 N3_V571 N3_V596
N3_K338,遅,late; slow,ち | おくれる | おくらす | おそい,4,N3,2,N3_V321 N3_V572
N3_K339,煙,smoke,えん | けむる | けむり | けむい,4,N3,2,N3_V322 N3_V573
N3_K340,徒,follower; on foot; futile,と,1,N3,2,N3_V323 N3_V574
N3_K341,欠,lack; absence,けつ | かける | かく,3,N3,2,N3_V324 N3_V575
N3_K342,迷,get lost; hesitate,めい | まよう,2,N3,2,N3_V325 N3_V576
N3_K343,洗,wash,せん | あらう,2,N3,2,N3_V326 N3_V577
N3_K344,互,mutual,ご | たがい,2,N3,2,N3_V327 N3_V578
N3_K345,才,talent; years old,さい,1,N3,2,N3_V328 N3_V579
N3_K346,更,again; renew,こう | さら | ふける | ふかす,4,N3,2,N3_V329 N3_V580
N3_K347,歯,tooth,し | は,2,N3,2,N3_V330 N3_V581
N3_K348,盗,steal,とう | ぬすむ,2,N3,2,N3_V331 N3_V582
N3_K349,慣,become accustomed,かん | なれる | ならす,3,N3,2,N3_V332 N3_V583
N3_K350,晩,evening; late,ばん,1,N3,1,N3_V333
N3_K351,箱,box,はこ,1,N3,2,N3_V334 N3_V584
N3_K352,到,arrive; reach,とう,1,N3,2,N3_V335 N3_V585
N3_K353,頂,summit; receive,ちょう | いただく | いただき,3,N3,2,N3_V336 N3_V586
N3_K354,杯,cup; counter for cups,はい | さかずき,2,N3,2,N3_V337 N3_V587
N3_K355,皆,all; everyone,かい | みな,2,N3,2,N3_V338 N3_V588
N3_K356,招,invite; beckon,しょう | まねく,2,N3,2,N3_V108 N3_V589
N3_K357,寒,cold,かん | さむい,2,N3,2,N3_V339 N3_V590
N3_K358,恥,shame,ち | はじる | はじ | はじらう | はずかしい,5,N3,2,N3_V340 N3_V591
N3_K359,疲,tired; fatigue,ひ | つかれる,2,N3,2,N3_V233 N3_V341
N3_K360,貧,poor; poverty,ひん | びん | まずしい,3,N3,2,N3_V304 N3_V342
N3_K361,猫,cat,びょう | ねこ,2,N3,2,N3_V343 N3_V592
N3_K362,誤,mistake,ご | あやまる,2,N3,2,N3_V344 N3_V593
N3_K363,努,endeavor,ど | つとめる,2,N3,2,N3_V364 N3_V594
N3_K364,幾,how many; several,き | いく,2,N3,2,N3_V345 N3_V595
N3_K365,賛,approve; praise,さん,1,N3,2,N3_V346 N3_V596
N3_K366,偶,even; chance,ぐう,1,N3,2,N3_V347 N3_V597
N3_K367,忙,busy,ぼう | いそがしい,2,N3,2,N3_V348 N3_V598
N3_K368,泳,swim,えい | およぐ,2,N3,2,N3_V349 N3_V599
N3_K369,靴,shoes,か | くつ,2,N3,2,N3_V350 N3_V600
N3_K370,偉,great; admirable,い | えらい,2,N3,2,N3_V351 N3_V601
N2_K001,軍,army; military,ぐん,1,N2,2,N2_V001 N2_V364
N2_K002,兵,soldier; troops,へい | ひょう,2,N2,2,N2_V002 N2_V365
N2_K003,島,island,とう | しま,2,N2,3,N2_V003 N2_V177 N2_V366
N2_K004,村,village,そん | むら,2,N2,2,N2_V004 N2_V367
N2_K005,門,gate; branch; field,もん | かど,2,N2,3,N2_V005 N2_V122 N2_V368
N2_K006,戸,door; household,こ | と,2,N2,1,N2_V006
N2_K007,武,military; warrior,ぶ | む,2,N2,2,N2_V007 N2_V369
N2_K008,城,castle,じょう | しろ,2,N2,2,N2_V008 N2_V370
N2_K009,総,whole; general; total,そう,1,N2,2,N2_V009 N2_V371
N2_K010,団,group; association,だん,1,N2,2,N2_V010 N2_V372
N2_K011,線,line; track; wire,せん,1,N2,2,N2_V011 N2_V373
N2_K012,設,establish; set up,せつ | もうける,2,N2,1,N2_V012
N2_K013,勢,force; power; condition,せい | いきおい,2,N2,2,N2_V013 N2_V374
N2_K014,党,party; faction,とう,1,N2,2,N2_V014 N2_V375
N2_K015,史,history,し,1,N2,2,N2_V015 N2_V376
N2_K016,営,manage; operate; camp,えい | いとなむ,2,N2,1,N2_V377
N2_K017,府,urban prefecture; government office,ふ,1,N2,2,N2_V016 N2_V378
N2_K018,巻,roll; volume; wind,かん | まく | まき,3,N2,2,N2_V017 N2_V379
N2_K019,介,mediate; assist; introduce,かい,1,N2,3,N2_V018 N2_V185 N2_V380
N2_K020,蔵,storehouse; store; possess,ぞう | くら,2,N2,2,N2_V019 N2_V381
N2_K021,造,make; build; create,ぞう | つくる,2,N2,2,N2_V020 N2_V382
N2_K022,根,root; basis,こん | ね,2,N2,3,N2_V021 N2_V383 N2_V451
N2_K023,寺,Buddhist temple,じ | てら,2,N2,2,N2_V022 N2_V384
N2_K024,査,investigate; inspect,さ,1,N2,2,N2_V023 N2_V179
N2_K025,将,commander; future; about to,しょう,1,N2,2,N2_V024 N2_V385
N2_K026,改,reform; revise; change,かい | あらためる | あらたまる,3,N2,5,N2_V025 N2_V085 N2_V240 N2_V382 N2_V386
N2_K027,県,prefecture,けん,1,N2,3,N2_V026 N2_V387 N2_V506
N2_K028,泉,spring; fountain,せん | いずみ,2,N2,1,N2_V027
N2_K029,像,image; statue,ぞう,1,N2,4,N2_V028 N2_V347 N2_V388 N2_V435
N2_K030,細,thin; fine; detailed,さい | ほそい | ほそる | こまか | こまかい,5,N2,1,N2_V029
N2_K031,谷,valley,こく | たに,2,N2,1,N2_V030
N2_K032,奥,interior; inner part,おう | おく,2,N2,1,N2_V031
N2_K033,再,again; re-,さい | ふたたび,2,N2,2,N2_V032 N2_V389
N2_K034,血,blood,けつ | ち,2,N2,4,N2_V033 N2_V211 N2_V390 N2_V443
N2_K035,算,calculate; count,さん,1,N2,2,N2_V034 N2_V391
N2_K036,象,elephant; image; phenomenon,しょう | ぞう,2,N2,2,N2_V035 N2_V115
N2_K037,清,pure; clean,せい | きよい | きよまる | きよめる,4,N2,4,N2_V036 N2_V312 N2_V336 N2_V392
N2_K038,技,skill; technique,ぎ | わざ,2,N2,3,N2_V037 N2_V393 N2_V412
N2_K039,州,state; province; sandbank,しゅう | す,2,N2,2,N2_V038 N2_V394
N2_K040,領,territory; domain; receive,りょう,1,N2,2,N2_V039 N2_V395
N2_K041,橋,bridge,きょう | はし,2,N2,1,N2_V040
N2_K042,芸,art; performance,げい,1,N2,2,N2_V041 N2_V396
N2_K043,型,type; model; mold,けい | かた,2,N2,2,N2_V042 N2_V397
N2_K044,香,fragrance; incense,こう | か | かおり | かおる,4,N2,2,N2_V043 N2_V398
N2_K045,量,quantity; measure,りょう | はかる,2,N2,3,N2_V044 N2_V094 N2_V399
N2_K046,久,long time,きゅう | ひさしい,2,N2,1,N2_V045
N2_K047,境,boundary; border; situation,きょう | さかい,2,N2,2,N2_V046 N2_V400
N2_K048,階,floor; level; rank,かい,1,N2,3,N2_V047 N2_V168 N2_V401
N2_K049,区,district; ward; divide,く,1,N2,2,N2_V048 N2_V402
N2_K050,波,wave,は | なみ,2,N2,3,N2_V049 N2_V403 N2_V463
N2_K051,移,move; transfer,い | うつる | うつす,3,N2,2,N2_V050 N2_V404
N2_K052,域,area; region,いき,1,N2,2,N2_V051 N2_V395
N2_K053,周,circumference; around,しゅう | まわり,2,N2,2,N2_V052 N2_V069
N2_K054,接,contact; connect,せつ | つぐ,2,N2,2,N2_V053 N2_V142
N2_K055,鉄,iron; railway,てつ,1,N2,4,N2_V040 N2_V054 N2_V264 N2_V313
N2_K056,頃,around; about; time,ころ,1,N2,1,N2_V055
N2_K057,材,material; timber; talent,ざい,1,N2,1,N2_V056
N2_K058,個,individual; counter for items,こ,1,N2,1,N2_V057
N2_K059,協,cooperate; cooperation,きょう,1,N2,1,N2_V058
N2_K060,各,each; every,かく | おのおの,2,N2,2,N2_V059 N2_V405
N2_K061,帯,belt; zone; carry,たい | おびる | おび,3,N2,1,N2_V060
N2_K062,歴,history; career,れき,1,N2,2,N2_V015 N2_V061
N2_K063,編,compile; edit; knit,へん | あむ,2,N2,2,N2_V062 N2_V406
N2_K064,裏,back; reverse; inside,り | うら,2,N2,2,N2_V063 N2_V407
N2_K065,比,compare; ratio,ひ | くらべる,2,N2,2,N2_V064 N2_V408
N2_K066,坂,slope; hill,はん | さか,2,N2,1,N2_V065
N2_K067,装,dress; equip; attire,そう | しょう | よそおう,3,N2,3,N2_V186 N2_V409 N2_V597
N2_K068,省,ministry; omit; reflect,せい | しょう | かえりみる | はぶく,4,N2,2,N2_V066 N2_V410
N2_K069,税,tax,ぜい,1,N2,2,N2_V067 N2_V411
N2_K070,競,compete,きょう | けい | きそう | せる,4,N2,2,N2_V068 N2_V412
N2_K071,囲,surround; enclose,い | かこむ | かこう,3,N2,3,N2_V069 N2_V418 N2_V505
N2_K072,辺,area; vicinity; side,へん | あたり | べ,3,N2,3,N2_V052 N2_V070 N2_V462
N2_K073,河,river,か | かわ,2,N2,2,N2_V071 N2_V413
N2_K074,極,extreme; pole,きょく | ごく | きわめる | きわまる | きわみ,5,N2,2,N2_V072 N2_V414
N2_K075,防,prevent; defend,ぼう | ふせぐ,2,N2,2,N2_V073 N2_V415
N2_K076,低,low,てい | ひくい | ひくめる | ひくまる,4,N2,2,N2_V074 N2_V416
N2_K077,林,woods; grove,りん | はやし,2,N2,4,N2_V075 N2_V077 N2_V127 N2_V466
N2_K078,導,guide; lead,どう | みちびく,2,N2,2,N2_V076 N2_V417
N2_K079,森,forest,しん | もり,2,N2,1,N2_V077
N2_K080,丸,circle; round; whole,がん | まる | まるい | まるめる,4,N2,1,N2_V078
N2_K081,胸,chest; heart,きょう | むね,2,N2,2,N2_V079 N2_V418
N2_K082,陸,land,りく,1,N2,2,N2_V080 N2_V419
N2_K083,療,heal; treatment,りょう,1,N2,1,N2_V081
N2_K084,諸,various; many,しょ,1,N2,2,N2_V082 N2_V420
N2_K085,管,pipe; manage; control,かん | くだ,2,N2,1,N2_V083
N2_K086,仲,relationship; intermediary,ちゅう | なか,2,N2,1,N2_V084
N2_K087,革,leather; reform,かく | かわ,2,N2,2,N2_V085 N2_V421
N2_K088,担,carry; bear; take charge,たん | かつぐ | になう,3,N2,2,N2_V086 N2_V422
N2_K089,効,effect; efficiency,こう | きく,2,N2,2,N2_V087 N2_V453
N2_K090,賞,prize; reward; praise,しょう,1,N2,2,N2_V088 N2_V423
N2_K091,星,star,せい | ほし,2,N2,2,N2_V089 N2_V424
N2_K092,復,return; restore; repeat,ふく,1,N2,2,N2_V090 N2_V425
N2_K093,片,one side; fragment,へん | かた,2,N2,3,N2_V091 N2_V301 N2_V426
N2_K094,並,line up; ordinary,へい | なみ | ならべる | ならぶ | ならびに,5,N2,2,N2_V092 N2_V427
N2_K095,底,bottom,てい | そこ,2,N2,1,N2_V093
N2_K096,温,warm; temperature,おん | あたたか | あたたかい | あたたまる | あたためる,5,N2,2,N2_V027 N2_V428
N2_K097,軽,light; slight,けい | かるい | かろやか,3,N2,2,N2_V094 N2_V429
N2_K098,録,record,ろく,1,N2,1,N2_V095
N2_K099,腰,waist; lower back,よう | こし,2,N2,1,N2_V096
N2_K100,著,write; notable; remarkable,ちょ | あらわす | いちじるしい,3,N2,2,N2_V097 N2_V430
N2_K101,乱,disorder; disturb,らん | みだれる | みだす,3,N2,2,N2_V098 N2_V431
N2_K102,章,chapter; badge,しょう,1,N2,1,N2_V432
N2_K103,殿,palace; lord; hall,でん | てん | との | どの,4,N2,1,N2_V099
N2_K104,布,cloth; spread,ふ | ぬの,2,N2,2,N2_V100 N2_V433
N2_K105,角,angle; corner; horn,かく | かど | つの,3,N2,4,N2_V101 N2_V299 N2_V434 N2_V631
N2_K106,仏,Buddha; France,ぶつ | ほとけ,2,N2,2,N2_V102 N2_V435
N2_K107,永,eternal; long,えい | ながい,2,N2,2,N2_V045 N2_V103
N2_K108,誌,magazine; record,し,1,N2,2,N2_V104 N2_V436
N2_K109,減,decrease; reduce,げん | へる | へらす,3,N2,2,N2_V105 N2_V437
N2_K110,略,abbreviate; omit; strategy,りゃく,1,N2,2,N2_V066 N2_V106
N2_K111,準,standard; semi-; prepare,じゅん,1,N2,2,N2_V107 N2_V438
N2_K112,委,committee; entrust,い | ゆだねる,2,N2,2,N2_V108 N2_V439
N2_K113,令,order; command,れい,1,N2,2,N2_V109 N2_V440
N2_K114,刊,publish; edition,かん,1,N2,2,N2_V110 N2_V441
N2_K115,焼,burn; bake,しょう | やく | やける,3,N2,3,N2_V111 N2_V442 N2_V546
N2_K116,里,village; hometown; ri,り | さと,2,N2,1,N2_V112
N2_K117,圧,pressure; press,あつ,1,N2,2,N2_V113 N2_V443
N2_K118,額,amount; forehead; frame,がく | ひたい,2,N2,3,N2_V114 N2_V444 N2_V481
N2_K119,印,mark; seal; print,いん | しるし,2,N2,3,N2_V115 N2_V317 N2_V445
N2_K120,池,pond,ち | いけ,2,N2,2,N2_V116 N2_V446
N2_K121,臣,retainer; minister,しん | じん,2,N2,2,N2_V117 N2_V447
N2_K122,庫,warehouse; storage,こ,1,N2,2,N2_V118 N2_V448
N2_K123,農,agriculture; farming,のう,1,N2,3,N2_V119 N2_V367 N2_V626
N2_K124,板,board; plank; plate,はん | ばん | いた,3,N2,3,N2_V345 N2_V449 N2_V630
N2_K125,恋,romance; love,れん | こう | こい | こいしい,4,N2,2,N2_V120 N2_V450
N2_K126,羽,feather; wing; counter for birds,う | は | はね,3,N2,2,N2_V121 N2_V451
N2_K127,専,specialty; exclusive,せん | もっぱら,2,N2,3,N2_V122 N2_V368 N2_V452
N2_K128,逆,reverse; opposite,ぎゃく | さか | さからう,3,N2,2,N2_V123 N2_V453
N2_K129,腕,arm; ability,わん | うで,2,N2,2,N2_V124 N2_V454
N2_K130,短,short; defect,たん | みじかい,2,N2,2,N2_V125 N2_V455
N2_K131,普,universal; general,ふ,1,N2,1,N2_V456
N2_K132,岩,rock; boulder,がん | いわ,2,N2,3,N2_V126 N2_V457 N2_V613
N2_K133,竹,bamboo,ちく | たけ,2,N2,2,N2_V127 N2_V458
N2_K134,児,child,じ,1,N2,4,N2_V128 N2_V228 N2_V459 N2_V509
N2_K135,毛,hair; fur,もう | け,2,N2,6,N2_V100 N2_V121 N2_V129 N2_V303 N2_V564 N2_V618
N2_K136,版,printing plate; edition,はん,1,N2,2,N2_V130 N2_V460
N2_K137,宇,eaves; universe; space,う,1,N2,1,N2_V131
N2_K138,況,condition; situation,きょう,1,N2,1,N2_V132
N2_K139,被,suffer; be subjected to; cover,ひ | こうむる,2,N2,2,N2_V133 N2_V461
N2_K140,岸,shore; coast,がん | きし,2,N2,1,N2_V462
N2_K141,超,exceed; super-,ちょう | こえる | こす,3,N2,2,N2_V134 N2_V463
N2_K142,豊,abundant; rich,ほう | ゆたか,2,N2,2,N2_V135 N2_V464
N2_K143,含,include; contain,がん | ふくむ | ふくめる,3,N2,2,N2_V136 N2_V465
N2_K144,植,plant,しょく | うえる | うわる,3,N2,2,N2_V137 N2_V466
N2_K145,補,supplement; compensate; candidate,ほ | おぎなう,2,N2,2,N2_V138 N2_V467
N2_K146,暴,violent; expose,ぼう | あばく | あばれる,3,N2,2,N2_V139 N2_V468
N2_K147,課,section; lesson; task,か,1,N2,2,N2_V140 N2_V469
N2_K148,跡,trace; remains; track,せき | あと,2,N2,2,N2_V141 N2_V470
N2_K149,触,touch; contact,しょく | ふれる | さわる,3,N2,2,N2_V142 N2_V471
N2_K150,玉,jewel; ball,ぎょく | たま,2,N2,2,N2_V143 N2_V472
N2_K151,震,quake; shake,しん | ふるう | ふるえる,3,N2,1,N2_V144
N2_K152,億,hundred million,おく,1,N2,2,N2_V145 N2_V473
N2_K153,肩,shoulder,けん | かた,2,N2,1,N2_V146
N2_K154,劇,drama; intense,げき,1,N2,2,N2_V147 N2_V474
N2_K155,刺,stab; thorn; calling card,し | さす | ささる,3,N2,2,N2_V148 N2_V475
N2_K156,述,state; mention,じゅつ | のべる,2,N2,2,N2_V149 N2_V476
N2_K157,輪,wheel; ring,りん | わ,2,N2,2,N2_V150 N2_V477
N2_K158,浅,shallow,せん | あさい,2,N2,1,N2_V151
N2_K159,純,pure; genuine,じゅん,1,N2,2,N2_V152 N2_V478
N2_K160,薄,thin; weak; pale,はく | うすい | うすめる | うすまる | うすらぐ | うすれる,6,N2,2,N2_V153 N2_V479
N2_K161,阪,slope; Osaka,はん,1,N2,1,N2_V154
N2_K162,韓,Korea,かん,1,N2,1,N2_V155
N2_K163,固,hard; firm; solid,こ | かためる | かたまる | かたい,4,N2,2,N2_V156 N2_V480
N2_K164,巨,gigantic; huge,きょ,1,N2,2,N2_V157 N2_V481
N2_K165,講,lecture; explain,こう,1,N2,2,N2_V158 N2_V482
N2_K166,般,general; sort,はん,1,N2,1,N2_V159
N2_K167,湯,hot water; bath,とう | ゆ,2,N2,2,N2_V160 N2_V483
N2_K168,捨,discard; throw away,しゃ | すてる,2,N2,1,N2_V161
N2_K169,衣,clothing; garment,い | ころも,2,N2,1,N2_V162
N2_K170,替,replace; exchange,たい | かえる | かわる,3,N2,2,N2_V163 N2_V484
N2_K171,央,center; middle,おう,1,N2,1,N2_V164
N2_K172,骨,bone,こつ | ほね,2,N2,2,N2_V165 N2_V485
N2_K173,齢,age,れい,1,N2,2,N2_V166 N2_V486
N2_K174,照,shine; illuminate; compare,しょう | てる | てらす | てれる,4,N2,2,N2_V167 N2_V487
N2_K175,層,layer; stratum,そう,1,N2,2,N2_V168 N2_V488
N2_K176,弱,weak,じゃく | よわい | よわる | よわまる | よわめる,5,N2,3,N2_V169 N2_V355 N2_V489
N2_K177,築,build; construct,ちく | きずく,2,N2,1,N2_V490
N2_K178,脳,brain,のう,1,N2,2,N2_V170 N2_V491
N2_K179,航,navigate; voyage,こう,1,N2,2,N2_V171 N2_V492
N2_K180,快,pleasant; cheerful; rapid,かい | こころよい,2,N2,2,N2_V172 N2_V493
N2_K181,翌,next; following,よく,1,N2,2,N2_V173 N2_V494
N2_K182,旧,old; former,きゅう,1,N2,2,N2_V174 N2_V495
N2_K183,筆,writing brush; writing,ひつ | ふで,2,N2,2,N2_V175 N2_V496
N2_K184,換,exchange; replace,かん | かえる | かわる,3,N2,2,N2_V176 N2_V497
N2_K185,群,group; flock,ぐん | むれる | むれ,3,N2,2,N2_V177 N2_V498
N2_K186,爆,explode; bomb,ばく,1,N2,2,N2_V178 N2_V499
N2_K187,捜,search; investigate,そう | さがす,2,N2,1,N2_V179
N2_K188,油,oil,ゆ | あぶら,2,N2,3,N2_V180 N2_V308 N2_V500
N2_K189,叫,shout; cry out,きょう | さけぶ,2,N2,1,N2_V181
N2_K190,伸,stretch; extend,しん | のびる | のばす | のべる,4,N2,2,N2_V182 N2_V501
N2_K191,承,consent; receive; acknowledge,しょう | うけたまわる,2,N2,2,N2_V183 N2_V502
N2_K192,雲,cloud,うん | くも,2,N2,2,N2_V184 N2_V503
N2_K193,練,practice; train; refine,れん | ねる,2,N2,2,N2_V281 N2_V504
N2_K194,紹,introduce,しょう,1,N2,2,N2_V018 N2_V185
N2_K195,包,wrap; enclose; include,ほう | つつむ,2,N2,4,N2_V186 N2_V409 N2_V465 N2_V505
N2_K196,庁,government office; agency,ちょう,1,N2,2,N2_V187 N2_V506
N2_K197,測,measure; estimate,そく | はかる,2,N2,2,N2_V188 N2_V507
N2_K198,占,occupy; hold; fortune-tell,せん | しめる | うらなう,3,N2,1,N2_V189
N2_K199,混,mix; blend; crowded,こん | まじる | まざる | まぜる | こむ,5,N2,2,N2_V098 N2_V190
N2_K200,倍,double; times,ばい,1,N2,2,N2_V191 N2_V508
N2_K201,乳,milk; breast,にゅう | ちち | ち,3,N2,1,N2_V509
N2_K202,荒,rough; wild; desolate,こう | あらい | あれる | あらす,4,N2,2,N2_V192 N2_V510
N2_K203,詰,pack; fill; question closely,きつ | つめる | つまる | つむ,4,N2,2,N2_V193 N2_V511
N2_K204,栄,prosper; glory,えい | さかえる | はえ | はえる,4,N2,1,N2_V194
N2_K205,床,floor; bed,しょう | とこ | ゆか,3,N2,1,N2_V195
N2_K206,則,rule; principle,そく,1,N2,2,N2_V196 N2_V512
N2_K207,禁,prohibit; ban,きん,1,N2,1,N2_V513
N2_K208,順,order; obey,じゅん,1,N2,2,N2_V197 N2_V514
N2_K209,枚,counter for flat objects,まい,1,N2,2,N2_V198 N2_V515
N2_K210,厚,thick; kind,こう | あつい,2,N2,2,N2_V199 N2_V516
N2_K211,皮,skin; hide,ひ | かわ,2,N2,3,N2_V129 N2_V200 N2_V343
N2_K212,輸,transport; import/export,ゆ,1,N2,1,N2_V201
N2_K213,濃,thick; concentrated,のう | こい,2,N2,2,N2_V202 N2_V516
N2_K214,簡,simple; brief,かん,1,N2,2,N2_V203 N2_V517
N2_K215,孫,grandchild; descendant,そん | まご,2,N2,2,N2_V204 N2_V518
N2_K216,丈,length; sturdy,じょう | たけ,2,N2,2,N2_V205 N2_V519
N2_K217,黄,yellow,こう | おう | き,3,N2,3,N2_V206 N2_V520 N2_V609
N2_K218,届,deliver; reach; report,とどける | とどく,2,N2,1,N2_V207
N2_K219,絡,entangle; contact,らく | からむ | からまる | からめる,4,N2,1,N2_V208
N2_K220,採,gather; adopt,さい | とる,2,N2,2,N2_V209 N2_V521
N2_K221,傾,incline; lean; tendency,けい | かたむく | かたむける,3,N2,1,N2_V210
N2_K222,鼻,nose,び | はな,2,N2,1,N2_V211
N2_K223,宝,treasure,ほう | たから,2,N2,2,N2_V212 N2_V522
N2_K224,患,suffer; patient,かん | わずらう,2,N2,2,N2_V213 N2_V523
N2_K225,延,extend; postpone,えん | のびる | のべる | のばす,4,N2,2,N2_V214 N2_V524
N2_K226,律,law; rhythm,りつ,1,N2,2,N2_V215 N2_V525
N2_K227,希,hope; rare,き,1,N2,2,N2_V216 N2_V526
N2_K228,甘,sweet; indulgent; lenient,かん | あまい | あまえる | あまやかす,4,N2,2,N2_V217 N2_V527
N2_K229,湾,bay; gulf,わん,1,N2,1,N2_V218
N2_K230,沈,sink; submerge; be depressed,ちん | しずむ | しずめる,3,N2,1,N2_V219
N2_K231,販,sell; marketing,はん,1,N2,1,N2_V220
N2_K232,欧,Europe,おう,1,N2,2,N2_V221 N2_V528
N2_K233,砂,sand,さ | しゃ | すな,3,N2,2,N2_V222 N2_V529
N2_K234,尊,respect; noble,そん | たっとい | とうとい | たっとぶ | とうとぶ,5,N2,2,N2_V223 N2_V530
N2_K235,紅,crimson; red,こう | べに | くれない,3,N2,1,N2_V531
N2_K236,複,duplicate; compound,ふく,1,N2,2,N2_V224 N2_V532
N2_K237,泊,stay overnight,はく | とまる | とめる,3,N2,2,N2_V225 N2_V533
N2_K238,荷,load; baggage,か | に,2,N2,1,N2_V534
N2_K239,枝,branch; twig,し | えだ,2,N2,2,N2_V226 N2_V535
N2_K240,依,depend; rely,い,1,N2,2,N2_V227 N2_V536
N2_K241,幼,young; early childhood; immature,よう | おさない,2,N2,2,N2_V228 N2_V537
N2_K242,斬,cut; behead,ざん | きる,2,N2,1,N2_V229
N2_K243,勇,courage; brave,ゆう | いさむ,2,N2,2,N2_V230 N2_V538
N2_K244,昇,rise; ascend,しょう | のぼる,2,N2,2,N2_V231 N2_V539
N2_K245,寿,longevity; congratulations,じゅ | ことぶき,2,N2,2,N2_V232 N2_V540
N2_K246,菜,vegetable; greens,さい | な,2,N2,1,N2_V541
N2_K247,季,season,き,1,N2,2,N2_V233 N2_V542
N2_K248,液,liquid,えき,1,N2,4,N2_V234 N2_V324 N2_V344 N2_V390
N2_K249,券,ticket; certificate,けん,1,N2,2,N2_V235 N2_V543
N2_K250,祭,festival; worship,さい | まつる | まつり,3,N2,2,N2_V236 N2_V544
N2_K251,袋,bag; sack,たい | ふくろ,2,N2,2,N2_V237 N2_V545
N2_K252,燃,burn; combust; fuel,ねん | もえる | もやす | もす,4,N2,2,N2_V238 N2_V546
N2_K253,毒,poison,どく,1,N2,2,N2_V239 N2_V547
N2_K254,札,bill; tag; card,さつ | ふだ,2,N2,2,N2_V240 N2_V548
N2_K255,狙,aim at; target,そ | ねらう,2,N2,1,N2_V241
N2_K256,脇,side; armpit,わき,1,N2,2,N2_V242 N2_V549
N2_K257,卒,graduate; soldier,そつ,1,N2,1,N2_V550
N2_K258,副,vice-; secondary; copy,ふく,1,N2,2,N2_V243 N2_V551
N2_K259,敬,respect,けい | うやまう,2,N2,2,N2_V223 N2_V244
N2_K260,針,needle; pointer,しん | はり,2,N2,2,N2_V245 N2_V552
N2_K261,拝,worship; humbly see,はい | おがむ,2,N2,2,N2_V246 N2_V553
N2_K262,浴,bathe,よく | あびる | あびせる,3,N2,2,N2_V247 N2_V554
N2_K263,悩,worry; trouble,のう | なやむ | なやます,3,N2,2,N2_V248 N2_V555
N2_K264,汚,dirty; pollute,お | けがす | けがれる | けがらわしい | よごす | よごれる | きたない,7,N2,2,N2_V249 N2_V556
N2_K265,灯,lamp; light,とう | ひ,2,N2,2,N2_V250 N2_V557
N2_K266,坊,boy; Buddhist monk; priest,ぼう,1,N2,2,N2_V251 N2_V558
N2_K267,尻,buttocks; rear,しり,1,N2,1,N2_V252
N2_K268,涙,tear,るい | なみだ,2,N2,2,N2_V253 N2_V559
N2_K269,停,stop; halt,てい,1,N2,2,N2_V254 N2_V560
N2_K270,了,finish; understand,りょう,1,N2,2,N2_V255 N2_V561
N2_K271,汗,sweat,かん | あせ,2,N2,2,N2_V256 N2_V562
N2_K272,郵,mail; postal,ゆう,1,N2,2,N2_V257 N2_V563
N2_K273,幅,width; breadth; range,ふく | はば,2,N2,1,N2_V258
N2_K274,童,child,どう | わらべ,2,N2,2,N2_V128 N2_V259
N2_K275,虫,insect,ちゅう | むし,2,N2,2,N2_V260 N2_V564
N2_K276,埋,bury; fill,まい | うめる | うまる | うもれる,4,N2,1,N2_V261
N2_K277,舟,boat,しゅう | ふね,2,N2,1,N2_V262
N2_K278,闇,darkness,やみ,1,N2,2,N2_V263 N2_V565
N2_K279,棒,stick; rod,ぼう,1,N2,2,N2_V264 N2_V599
N2_K280,貨,goods; money,か,1,N2,3,N2_V265 N2_V304 N2_V566
N2_K281,肌,skin,はだ,1,N2,1,N2_V266
N2_K282,臓,internal organ,ぞう,1,N2,2,N2_V267 N2_V567
N2_K283,塩,salt,えん | しお,2,N2,2,N2_V268 N2_V568
N2_K284,均,equal; average,きん,1,N2,2,N2_V269 N2_V569
N2_K285,湖,lake,こ | みずうみ,2,N2,2,N2_V270 N2_V570
N2_K286,損,loss; damage,そん | そこなう | そこねる,3,N2,2,N2_V271 N2_V571
N2_K287,膝,knee,ひざ,1,N2,1,N2_V272
N2_K288,辛,spicy; bitter; painful,しん | からい,2,N2,2,N2_V273 N2_V572
N2_K289,双,pair; twin,そう | ふた,2,N2,2,N2_V274 N2_V573
